plant_id,species,pot_size,light_condition,location_type,watering_per_week,days_since_repot,fertilizer_ml,humidity_pct,temperature_c,prev_height_cm,height_cm,is_blooming
304,고무나무,Large,High,실내,1,32.0,19.7,57.5,22.8,5.0,8.6,Y
305,고무나무,Medium,Medium,실내,3,349.0,3.5,60.4,22.5,86.8,87.3,N
306,필로덴드론,Medium,High,실내,3,74.0,20.7,55.4,19.5,42.4,47.8,Y
307,스킨답서스,Medium,High,실내,1,65.0,12.4,42.8,24.0,14.1,17.6,N
308,스투키,Medium,Low,베란다,1,2.0,11.9,68.1,25.3,14.0,13.6,N
309,산세베리아,Large,High,베란다,0,6.0,33.5,51.8,16.7,39.5,44.5,N
310,스투키,Large,Medium,실내,1,133.0,34.8,56.2,19.5,47.0,47.5,N
311,스킨답서스,Small,High,베란다,2,107.0,16.9,36.0,18.3,56.7,65.1,N
312,,Medium,Medium,실내,1,103.0,8.0,52.9,27.4,32.1,34.4,N
313,몬스테라,Large,High,실내,2,14.0,26.1,59.8,25.4,77.2,85.1,Y
314,필로덴드론,Large,Low,실내,4,52.0,16.4,75.7,20.9,31.2,36.3,N
315,산세베리아,Medium,High,실내,4,201.0,40.9,54.2,25.2,35.0,41.9,N
316,고무나무,Medium,Medium,베란다,3,23.0,33.1,50.9,17.9,91.0,93.6,N
317,스킨답서스,Small,Medium,실내,0,257.0,37.0,47.1,22.9,39.3,41.9,N
318,몬스테라,Large,Low,실내,1,16.0,2.2,47.4,24.8,24.3,26.8,N
319,몬스테라,Small,High,베란다,1,22.0,67.5,76.4,20.4,25.6,33.9,N
320,스투키,Medium,Low,실내,3,78.0,26.9,42.2,22.0,34.4,40.2,N
321,스킨답서스,Small,Medium,베란다,7,349.0,3.0,50.0,23.5,9.7,18.2,N
322,고무나무,Small,Medium,베란다,2,48.0,18.7,72.1,25.5,46.1,51.6,N
323,고무나무,Medium,High,실내,4,129.0,22.9,68.8,17.4,20.5,27.1,N
324,스투키,Large,Low,베란다,3,107.0,56.5,82.8,21.5,47.8,51.6,N
325,,Small,Low,실내,1,19.0,35.2,67.9,19.2,26.9,29.2,N
326,고무나무,Medium,Low,실내,3,34.0,29.6,57.9,23.6,19.6,24.4,N
327,스킨답서스,Small,Medium,실내,2,319.0,23.4,62.4,21.1,70.5,76.8,N
328,고무나무,Small,Low,실내,1,25.0,20.1,42.9,24.4,61.7,63.5,N
329,스킨답서스,Medium,Medium,베란다,0,,5.3,53.8,18.0,26.6,28.5,N
330,스투키,Medium,High,실내,1,401.0,27.7,43.4,20.6,45.3,51.4,N
331,스투키,Small,High,실내,2,15.0,10.2,72.2,28.0,24.3,33.5,N
332,산세베리아,Small,Medium,베란다,3,61.0,13.2,37.4,21.4,30.6,32.2,N
333,몬스테라,Small,Low,실내,2,30.0,36.2,52.1,25.2,51.6,53.0,N
334,몬스테라,Small,Medium,실내,5,30.0,12.5,42.4,18.8,41.8,46.7,N
335,몬스테라,Large,Low,실내,1,15.0,3.3,67.1,17.5,25.5,24.6,N
336,몬스테라,Large,High,베란다,1,126.0,19.1,57.0,26.2,73.0,76.3,N
337,산세베리아,Small,Medium,실내,1,165.0,2.8,54.6,24.4,30.3,34.0,N
338,고무나무,Medium,Medium,실내,3,136.0,24.7,40.8,20.7,28.2,35.7,N
339,스킨답서스,Large,Medium,실내,2,310.0,38.7,72.1,26.9,10.4,16.4,N
340,몬스테라,Small,High,실내,1,19.0,20.4,43.9,20.1,39.4,44.8,N
341,스킨답서스,Large,Low,베란다,1,46.0,4.4,50.1,19.4,40.9,40.9,N
342,스킨답서스,Large,Medium,실내,2,51.0,42.3,54.9,22.0,50.2,50.6,Y
343,몬스테라,Small,Low,실내,1,32.0,59.2,61.4,21.2,17.6,21.8,N
344,스킨답서스,Small,High,실내,0,18.0,18.7,51.5,18.5,13.2,19.7,N
345,스투키,Large,High,베란다,1,80.0,13.2,72.2,21.6,69.6,76.0,Y
346,고무나무,Medium,Medium,베란다,3,216.0,5.3,55.7,22.8,59.7,64.2,N
347,고무나무,Small,Medium,실내,2,371.0,25.4,75.0,24.5,65.2,70.2,N
348,몬스테라,Small,High,실내,4,17.0,52.1,44.0,30.0,57.5,70.5,N
349,스투키,Medium,Medium,실내,2,208.0,5.5,61.3,25.7,35.6,38.1,N
350,고무나무,Medium,Medium,실내,3,209.0,2.4,46.1,18.8,,72.2,N
351,스킨답서스,Medium,Medium,실내,2,59.0,19.2,53.1,30.2,34.0,35.0,N
352,산세베리아,Large,Medium,실내,0,14.0,5.6,39.0,22.2,48.0,51.2,N
353,고무나무,Small,Low,실내,1,553.0,22.7,71.5,23.0,104.9,106.3,Y
354,몬스테라,Medium,High,베란다,1,128.0,28.5,71.5,20.0,70.4,75.3,Y
355,몬스테라,Medium,Medium,실내,5,483.0,29.7,69.7,22.0,61.8,70.6,Y
356,고무나무,Medium,Low,베란다,4,79.0,35.6,66.5,21.9,101.0,103.7,N
357,몬스테라,Small,High,실내,4,60.0,67.2,88.0,24.0,66.5,78.6,Y
358,스킨답서스,Large,Medium,베란다,0,34.0,42.0,57.5,24.7,70.8,76.0,Y
359,필로덴드론,Large,Low,실내,0,493.0,44.3,75.2,20.9,5.0,6.8,N
360,스킨답서스,Medium,Medium,실내,1,35.0,7.0,54.9,25.6,12.9,17.7,N
361,스투키,Medium,High,베란다,2,3.0,24.4,62.3,20.4,61.6,67.7,N
362,고무나무,Small,High,실내,2,86.0,54.5,64.9,25.3,66.4,76.1,N
363,스킨답서스,Medium,High,실내,2,57.0,14.5,33.2,20.0,47.0,51.4,Y
364,스킨답서스,Medium,High,실내,3,36.0,40.7,53.6,18.6,33.7,43.2,N
365,필로덴드론,Medium,Low,베란다,2,121.0,79.0,52.3,21.1,25.6,29.4,N
366,스투키,Large,Medium,실내,2,54.0,10.0,54.7,21.3,34.9,39.7,N
367,필로덴드론,Medium,High,베란다,1,62.0,5.4,46.4,19.0,,29.4,N
368,필로덴드론,Medium,Medium,실내,1,3.0,30.3,57.0,20.9,40.5,44.0,N
369,몬스테라,Medium,Medium,실내,0,107.0,21.6,59.3,20.4,66.0,68.2,N
370,몬스테라,Small,Medium,실내,2,16.0,63.2,42.9,22.0,43.3,49.6,N
371,몬스테라,Medium,Medium,실내,2,29.0,8.3,55.5,23.6,38.4,42.6,N
372,몬스테라,Small,High,실내,3,152.0,52.9,52.0,21.8,33.2,43.5,N
373,몬스테라,Medium,Medium,실내,1,45.0,20.8,69.5,19.2,49.8,54.1,Y
374,고무나무,Medium,Medium,실내,0,21.0,12.6,61.9,20.9,81.8,78.4,N
375,몬스테라,Medium,High,실내,3,103.0,24.6,45.8,25.0,9.1,18.1,N
376,스투키,Medium,Medium,실내,0,29.0,17.1,66.7,20.0,45.7,49.4,N
377,산세베리아,Medium,Low,베란다,2,38.0,23.3,54.4,19.1,34.0,39.2,N
378,몬스테라,Small,Medium,베란다,0,117.0,51.1,55.8,17.4,21.1,27.4,N
379,산세베리아,Large,High,베란다,4,162.0,83.7,43.9,19.9,39.7,51.1,N
380,스투키,Small,High,실내,1,161.0,21.9,57.4,24.5,49.8,52.5,Y
381,몬스테라,Small,High,베란다,6,79.0,32.0,66.3,19.8,83.2,97.7,Y
382,고무나무,Medium,High,실내,2,73.0,46.1,52.1,21.9,73.7,83.9,N
383,고무나무,Small,Medium,실내,1,186.0,31.6,74.0,20.5,105.9,111.8,N
384,산세베리아,Small,High,베란다,2,26.0,13.4,65.8,20.4,69.2,73.2,Y
385,고무나무,Medium,High,베란다,3,20.0,28.4,45.0,25.9,66.3,71.3,N
386,산세베리아,Medium,Low,실내,1,131.0,21.5,58.1,21.6,20.0,21.5,N
387,스투키,Medium,Low,실내,2,63.0,2.9,38.5,18.2,15.0,19.0,N
388,몬스테라,Large,High,실내,1,149.0,0.6,43.4,17.4,,71.3,N
389,산세베리아,Medium,High,실내,4,36.0,28.4,34.1,18.8,25.8,33.0,N
390,산세베리아,Large,High,베란다,1,47.0,11.2,35.7,18.5,15.2,24.9,N
391,필로덴드론,Small,High,실내,1,,46.7,51.4,24.6,28.1,34.1,N
392,스킨답서스,Medium,Medium,베란다,1,66.0,12.9,52.7,21.4,50.7,54.2,N
393,,Large,Medium,실내,1,107.0,15.0,57.7,22.2,36.2,39.7,N
394,산세베리아,Medium,Medium,베란다,1,14.0,39.2,44.2,21.2,14.6,22.8,N
395,스투키,Medium,Low,베란다,2,24.0,18.1,65.0,21.4,49.4,51.5,N
396,필로덴드론,Medium,High,실내,4,4.0,10.7,52.4,24.8,83.3,87.2,Y
397,산세베리아,Small,Medium,실내,0,66.0,34.1,58.7,25.0,57.9,63.7,N
398,스킨답서스,Medium,Medium,베란다,4,540.0,105.0,20.0,27.4,19.0,27.3,N
399,산세베리아,Medium,Medium,실내,3,248.0,12.6,55.0,19.4,30.0,32.0,N
400,산세베리아,Large,Medium,실내,2,120.0,42.7,64.4,20.8,5.0,13.8,N
401,몬스테라,Small,Low,실내,1,237.0,37.6,27.7,22.6,53.9,58.2,N
402,필로덴드론,Large,Medium,실내,3,108.0,91.7,55.4,26.7,7.4,15.7,N
403,스킨답서스,Large,Low,베란다,3,55.0,54.3,45.5,19.9,44.7,51.3,N
404,산세베리아,Small,Low,실내,2,23.0,23.2,73.5,24.8,31.6,36.4,N
405,스투키,Small,High,베란다,1,127.0,33.5,39.6,20.2,46.3,50.8,N
406,산세베리아,Large,Low,실내,2,26.0,4.3,80.9,24.9,29.1,31.8,N
407,스투키,Large,Medium,베란다,2,65.0,63.2,70.5,22.3,46.0,52.5,N
408,몬스테라,Medium,Medium,실내,4,210.0,7.0,56.4,18.9,88.2,92.4,N
409,필로덴드론,Small,Medium,실내,1,17.0,33.3,37.8,21.6,12.6,17.2,N
410,몬스테라,Medium,Low,실내,2,17.0,33.1,49.5,23.8,59.6,64.3,N
411,스투키,Medium,High,베란다,6,30.0,37.5,63.2,13.4,59.1,68.5,N
412,필로덴드론,Small,High,실내,2,96.0,10.4,56.3,24.7,25.3,32.3,N
413,필로덴드론,Medium,Low,베란다,1,35.0,23.1,41.8,17.6,41.6,40.3,N
414,스킨답서스,Small,Medium,실내,6,84.0,40.3,68.3,21.3,20.9,30.2,N
415,고무나무,Small,High,실내,2,43.0,37.7,53.8,21.7,89.7,95.4,N
416,스킨답서스,Medium,High,베란다,2,85.0,87.6,58.4,13.8,5.0,18.5,N
417,스투키,Medium,Medium,실내,2,39.0,60.4,66.9,20.2,33.3,36.7,Y
418,스투키,Small,Low,실내,0,470.0,21.2,65.6,23.3,46.5,47.9,N
419,고무나무,Medium,Medium,실내,1,81.0,20.6,68.0,27.6,128.2,130.4,N
420,산세베리아,Small,Medium,실내,3,163.0,12.2,63.4,24.5,22.4,26.3,N
421,산세베리아,Small,Low,실내,5,145.0,38.2,47.0,24.7,29.7,32.2,N
422,산세베리아,Small,Medium,실내,3,,4.4,54.5,15.5,36.9,41.9,N
423,몬스테라,Large,Medium,실내,1,33.0,5.2,71.2,21.1,50.7,54.2,N
424,스킨답서스,Medium,Medium,베란다,1,86.0,35.4,38.8,27.5,11.8,12.9,N
425,몬스테라,Medium,High,베란다,3,137.0,50.0,41.5,25.0,16.1,26.3,Y
426,스킨답서스,Medium,High,실내,2,74.0,13.7,61.5,20.5,35.6,38.0,N
427,스킨답서스,Large,Medium,실내,3,10.0,40.8,53.9,22.3,44.7,51.2,N
428,산세베리아,Small,High,실내,2,2.0,67.9,34.9,24.9,30.1,42.7,N
429,스투키,Medium,Low,베란다,0,48.0,47.6,63.4,24.9,25.0,25.9,N
430,몬스테라,Medium,High,실내,2,20.0,31.9,60.4,21.6,43.1,49.3,N
431,몬스테라,Medium,Low,실내,3,284.0,34.9,86.6,21.3,74.5,76.6,N
432,산세베리아,Small,Low,베란다,1,23.0,39.3,57.3,23.3,45.2,46.7,N
433,고무나무,Medium,Medium,실내,3,60.0,26.9,80.4,24.9,74.7,81.1,Y
434,몬스테라,Small,Medium,베란다,0,149.0,17.5,66.8,20.8,64.0,70.1,N
435,몬스테라,Medium,High,실내,2,203.0,27.9,32.4,16.5,98.9,105.3,N
436,고무나무,Medium,Medium,실내,0,78.0,16.6,55.4,21.8,47.8,53.0,N
437,몬스테라,Small,Medium,베란다,3,24.0,48.4,54.2,18.2,50.6,56.0,N
438,산세베리아,Large,Medium,실내,1,38.0,27.0,53.9,27.8,34.3,40.7,N
439,고무나무,Small,Medium,베란다,4,65.0,12.4,44.6,19.1,49.0,58.1,N
440,몬스테라,Large,Medium,실내,4,54.0,21.1,64.6,21.6,5.0,13.7,N
441,몬스테라,Medium,Medium,베란다,3,51.0,13.1,50.9,19.9,59.6,66.1,N
442,필로덴드론,Small,High,실내,2,17.0,69.6,69.1,20.4,29.1,39.6,N
443,스투키,Small,High,실내,1,293.0,46.7,67.3,24.5,37.8,43.0,Y
444,스투키,Large,High,실내,2,4.0,18.5,52.1,25.2,63.8,66.7,N
445,산세베리아,Small,Medium,실내,2,70.0,15.8,47.7,24.0,35.2,40.9,N
446,필로덴드론,Small,High,실내,1,471.0,18.2,48.3,24.9,24.0,27.3,N
447,필로덴드론,Small,Medium,실내,2,129.0,7.1,55.3,20.4,13.5,16.0,N
448,산세베리아,Medium,Medium,실내,4,53.0,28.3,58.9,18.7,32.7,36.3,N
449,스투키,Medium,Medium,실내,2,19.0,8.5,49.6,19.8,45.6,48.5,N
450,몬스테라,Small,High,실내,3,398.0,24.5,50.0,23.3,5.0,14.5,N
451,산세베리아,Small,High,실내,1,,46.3,58.4,25.7,20.2,28.8,N
452,스킨답서스,Small,High,실내,3,137.0,66.0,67.4,18.3,64.2,71.6,N
453,스킨답서스,Small,High,베란다,1,255.0,16.6,57.9,20.9,47.2,50.0,Y
454,필로덴드론,Medium,High,실내,4,3.0,15.6,54.7,21.2,42.7,46.9,N
455,몬스테라,Medium,High,실내,2,155.0,6.3,57.8,19.7,38.0,43.8,Y
456,스킨답서스,Small,Medium,실내,1,811.0,39.1,33.4,23.8,71.2,76.3,N
457,몬스테라,Medium,Medium,베란다,5,122.0,25.0,52.2,25.0,72.3,80.1,N
458,스킨답서스,Medium,Medium,실내,2,64.0,13.4,39.9,29.4,36.0,39.4,N
459,몬스테라,Large,Low,실내,3,249.0,14.9,48.5,27.9,92.1,96.5,Y
460,몬스테라,Large,Medium,실내,0,97.0,52.7,44.0,24.4,24.1,28.2,N
461,몬스테라,Large,Medium,실내,4,166.0,2.1,43.9,20.6,60.0,67.2,N
462,고무나무,Small,Medium,베란다,1,106.0,59.6,43.2,24.1,40.1,43.7,N
463,고무나무,Small,High,실내,2,5.0,12.0,82.9,16.1,85.0,92.2,Y
464,스킨답서스,Small,High,실내,0,29.0,42.8,54.3,24.0,51.0,57.2,N
465,필로덴드론,Small,Low,베란다,4,10.0,9.1,69.5,23.1,84.2,88.9,N
466,스투키,Medium,Medium,실내,1,14.0,33.0,64.1,22.2,38.3,42.1,Y
467,스투키,Medium,Medium,베란다,6,2.0,21.4,63.3,19.7,,44.5,N
468,산세베리아,Large,Medium,실내,3,66.0,58.8,61.5,24.4,20.7,26.6,N
469,스투키,Large,High,베란다,1,24.0,20.7,80.0,19.0,24.6,34.1,N
470,필로덴드론,Medium,Medium,베란다,0,232.0,63.1,60.1,25.2,15.9,21.9,N
471,몬스테라,Medium,Medium,실내,4,166.0,18.1,33.6,23.8,89.4,97.8,N
472,필로덴드론,Small,High,베란다,1,102.0,41.1,52.9,23.3,45.3,54.5,Y
473,몬스테라,Small,High,실내,2,81.0,47.4,42.4,19.0,52.4,61.7,Y
474,산세베리아,Medium,Low,실내,2,35.0,20.2,38.2,20.0,36.4,42.9,N
475,스킨답서스,Small,High,실내,1,77.0,25.5,60.2,17.5,20.4,27.6,N
476,필로덴드론,Medium,Medium,실내,1,123.0,6.8,30.1,24.5,63.2,67.8,N
477,몬스테라,Small,Medium,베란다,2,183.0,30.8,56.3,22.1,34.6,40.7,N
478,스킨답서스,Medium,Low,실내,1,10.0,43.0,35.2,20.4,46.3,50.0,N
479,필로덴드론,Medium,Medium,베란다,2,148.0,67.4,52.9,21.6,37.5,46.7,N
480,스킨답서스,Small,Medium,실내,2,163.0,45.5,64.3,25.1,32.5,36.7,N
481,고무나무,Large,Medium,실내,2,98.0,28.6,47.2,18.6,73.1,77.8,N
482,고무나무,Small,Medium,실내,2,29.0,19.5,40.8,20.7,51.4,57.0,N
483,스킨답서스,Medium,High,실내,5,93.0,23.7,50.9,17.3,30.3,38.2,N
484,고무나무,Medium,Low,베란다,6,84.0,20.8,62.4,18.8,108.5,115.1,Y
485,스킨답서스,Medium,Low,베란다,2,77.0,49.4,58.6,21.2,41.4,44.6,N
486,필로덴드론,Large,High,베란다,2,74.0,59.6,54.1,25.3,41.1,47.1,N
487,몬스테라,Small,Low,베란다,2,14.0,20.5,45.0,23.9,96.2,97.8,N
488,스투키,Medium,High,실내,2,24.0,36.4,50.1,25.0,59.6,68.6,N
489,필로덴드론,Medium,Medium,실내,1,12.0,22.6,63.3,24.0,33.5,35.3,N
490,산세베리아,Large,Medium,실내,2,33.0,5.2,53.4,19.1,25.9,27.8,N
491,스킨답서스,Small,Low,실내,2,37.0,8.4,57.9,27.1,11.6,15.1,N
492,고무나무,Medium,Low,실내,0,34.0,12.7,50.7,24.2,50.4,49.3,N
493,스투키,Medium,Low,실내,1,28.0,22.6,41.4,27.4,77.1,80.6,N
494,몬스테라,Small,Low,실내,4,160.0,29.5,79.0,27.0,74.8,74.7,N
495,스킨답서스,Medium,Medium,실내,0,205.0,68.1,64.4,21.7,46.6,53.0,N
496,스투키,Small,Low,베란다,2,48.0,26.1,58.3,20.5,38.8,41.6,N
497,스킨답서스,Medium,Medium,실내,1,44.0,27.0,53.0,15.3,54.1,61.5,N
498,몬스테라,Large,Medium,실내,0,223.0,42.9,72.1,22.5,51.7,51.9,N
499,필로덴드론,Medium,Medium,실내,3,117.0,9.1,45.4,21.9,67.2,70.8,N
500,필로덴드론,Medium,Low,베란다,1,42.0,29.8,63.0,20.1,49.4,53.0,N
501,고무나무,Medium,Low,베란다,7,150.0,40.1,55.5,20.5,65.1,70.8,N
502,스킨답서스,Small,Low,실내,1,51.0,18.2,51.8,23.6,25.9,27.1,N
503,스투키,Small,High,실내,0,106.0,24.3,51.7,16.3,18.0,18.6,N
504,산세베리아,Medium,Medium,베란다,3,589.0,20.0,70.7,25.8,42.2,48.4,N
505,고무나무,Small,High,실내,3,43.0,18.3,32.5,24.6,38.8,50.2,N
506,몬스테라,Small,Medium,베란다,3,320.0,28.1,75.0,20.9,11.8,16.1,N
507,필로덴드론,Medium,Medium,베란다,0,46.0,49.7,67.3,21.8,55.5,60.1,N
508,산세베리아,Small,Medium,실내,0,93.0,35.0,55.4,23.0,31.0,35.5,N
509,필로덴드론,Small,High,실내,1,74.0,57.2,52.2,24.4,32.7,39.3,N
510,고무나무,Medium,Medium,실내,2,183.0,18.1,54.9,28.1,58.9,63.3,N
511,고무나무,Small,Low,실내,2,8.0,36.9,60.8,20.4,38.1,39.3,N
512,스킨답서스,Large,Medium,베란다,6,118.0,31.0,69.8,26.1,43.7,49.3,N
513,필로덴드론,Large,Medium,베란다,1,172.0,49.2,60.8,21.3,47.2,55.5,Y
514,산세베리아,Medium,Medium,베란다,0,77.0,38.4,58.3,20.8,25.7,29.4,N
515,몬스테라,Small,Medium,실내,2,13.0,55.4,55.3,21.2,41.1,48.6,N
516,몬스테라,Medium,Medium,실내,3,34.0,15.1,32.9,25.2,31.7,37.7,N
517,스투키,Large,Medium,실내,3,137.0,69.3,35.1,20.3,68.3,74.3,N
518,산세베리아,Medium,Medium,실내,2,271.0,18.1,68.2,22.3,38.1,40.0,N
519,필로덴드론,Small,High,실내,2,66.0,16.5,60.7,20.5,33.7,38.2,N
520,,Medium,High,실내,1,99.0,35.9,64.9,20.7,7.1,13.5,N
521,스킨답서스,Large,Medium,실내,1,31.0,3.3,64.7,26.1,,66.3,N
522,스투키,Medium,Medium,베란다,3,64.0,24.3,62.4,22.0,31.7,36.4,N
523,필로덴드론,Medium,High,실내,2,49.0,13.7,65.4,20.0,48.9,50.5,N
524,산세베리아,Medium,Medium,베란다,4,128.0,10.6,44.7,20.7,35.3,41.0,N
525,산세베리아,Medium,Medium,실내,3,502.0,13.5,61.8,22.8,15.1,20.3,N
526,스킨답서스,Small,High,실내,2,201.0,17.6,60.4,21.8,55.1,60.9,N
527,스킨답서스,Medium,Medium,베란다,2,26.0,13.5,70.9,22.0,37.3,39.6,N
528,스투키,Small,Low,베란다,3,103.0,9.9,20.0,21.1,50.8,51.8,N
529,몬스테라,Medium,High,실내,1,8.0,17.9,83.7,25.1,83.7,86.3,Y
530,산세베리아,Small,Low,실내,3,34.0,7.8,65.2,23.7,13.2,15.2,N
531,산세베리아,Medium,High,실내,3,23.0,36.7,58.1,21.3,41.9,48.6,N
532,필로덴드론,Small,High,실내,2,49.0,16.6,43.6,22.4,27.7,36.3,N
533,필로덴드론,Medium,High,베란다,3,136.0,10.5,51.5,19.6,56.0,66.0,Y
534,스킨답서스,Medium,Low,실내,6,83.0,40.7,59.2,21.8,47.9,55.0,N
535,산세베리아,Small,Medium,실내,4,324.0,36.8,75.0,19.9,26.1,33.3,N
536,필로덴드론,Small,Medium,베란다,0,29.0,12.3,73.3,22.6,44.8,46.8,Y
537,산세베리아,Small,Medium,실내,2,54.0,81.9,62.4,21.7,36.8,42.8,N
538,스투키,Large,Low,실내,3,48.0,74.5,63.8,21.3,53.0,58.0,N
539,스킨답서스,Medium,Medium,실내,1,32.0,42.4,57.4,22.4,69.9,74.5,N
540,몬스테라,Medium,Medium,실내,3,598.0,55.8,42.8,22.9,64.3,69.4,N
541,필로덴드론,Small,Low,실내,2,59.0,9.9,45.6,25.3,26.8,27.7,N
542,고무나무,Medium,Medium,실내,5,339.0,34.1,66.6,24.3,59.1,62.9,N
543,스투키,Large,High,실내,2,59.0,23.2,63.5,24.9,61.9,66.1,N
544,고무나무,Large,High,베란다,0,27.0,34.7,47.6,20.9,30.7,36.4,N
545,고무나무,Medium,High,베란다,0,15.0,38.9,45.9,22.9,46.8,54.0,N
546,스투키,Small,Medium,실내,2,232.0,39.4,62.8,27.2,41.6,48.2,N
547,,Small,High,실내,2,4.0,13.2,51.4,21.7,32.3,36.8,Y
548,고무나무,Small,High,실내,1,400.0,107.2,45.5,22.4,40.8,48.1,N
549,스킨답서스,Small,Medium,실내,1,65.0,26.2,59.1,22.4,45.1,46.8,N
550,산세베리아,Small,Low,베란다,2,34.0,9.1,63.1,21.7,37.8,41.1,Y
551,스킨답서스,Small,Medium,실내,1,115.0,46.5,41.8,25.9,58.9,64.8,N
552,산세베리아,Medium,Medium,실내,2,17.0,14.2,50.9,20.7,49.4,52.4,N
553,스킨답서스,Large,Medium,실내,3,9.0,25.9,63.8,25.2,55.9,60.8,N
554,스킨답서스,Medium,Medium,실내,5,211.0,19.9,73.9,24.3,41.9,52.7,N
555,산세베리아,Large,High,실내,4,66.0,35.0,58.5,21.8,54.8,60.3,Y
556,스킨답서스,Medium,Medium,베란다,0,88.0,55.3,48.9,20.8,65.8,70.6,N
557,몬스테라,Small,Low,베란다,3,23.0,30.0,45.0,21.9,35.4,36.5,N
558,몬스테라,Medium,High,베란다,0,8.0,17.3,55.0,25.5,38.5,39.9,N
559,산세베리아,Small,Medium,베란다,6,55.0,76.3,54.5,25.2,21.3,32.7,N
560,고무나무,Medium,High,베란다,3,85.0,62.2,29.1,24.4,42.3,55.5,N
561,고무나무,Small,Low,실내,1,174.0,108.6,34.6,21.7,35.0,41.2,N
562,몬스테라,Large,High,실내,3,83.0,16.3,27.6,22.1,25.0,34.9,N
563,몬스테라,Small,Low,베란다,4,183.0,9.9,55.2,23.9,121.2,120.8,Y
564,몬스테라,Small,Low,실내,2,15.0,5.9,67.6,21.3,32.1,35.4,N
565,스투키,Large,Low,실내,0,8.0,20.1,65.9,24.5,52.0,55.6,N
566,스킨답서스,Small,High,실내,0,21.0,31.7,39.6,22.5,19.8,24.0,N
567,스투키,Medium,High,실내,1,177.0,13.3,44.0,25.0,40.1,46.3,N
568,스킨답서스,Medium,Medium,실내,1,171.0,9.7,39.4,17.8,48.6,57.0,N
569,필로덴드론,Large,High,실내,1,18.0,35.3,56.1,20.2,50.8,57.0,N
570,스투키,Large,Medium,실내,0,4.0,54.0,66.1,21.0,,19.0,N
571,스킨답서스,Large,Medium,베란다,2,139.0,2.7,68.7,23.2,28.9,34.9,N
572,,Small,High,실내,3,232.0,2.8,46.8,20.9,33.2,41.3,N
573,,Large,Medium,베란다,2,168.0,25.4,56.3,28.5,38.8,43.1,N
574,고무나무,Medium,Medium,실내,1,27.0,39.6,46.1,18.3,51.8,55.5,N
575,산세베리아,Medium,High,실내,3,105.0,11.0,55.3,25.1,33.5,42.1,N
576,필로덴드론,Small,High,실내,1,170.0,6.7,47.4,25.7,29.3,32.5,N
577,몬스테라,Medium,High,실내,5,35.0,50.6,48.3,23.5,41.9,52.9,Y
578,필로덴드론,Large,High,실내,2,90.0,25.1,39.1,21.1,12.8,19.7,N
579,스킨답서스,Large,Low,베란다,3,45.0,12.1,20.0,21.9,57.8,60.4,N
580,스투키,Medium,High,베란다,3,31.0,79.5,50.4,24.5,50.6,61.5,N
581,스킨답서스,Small,Medium,베란다,1,419.0,41.4,59.1,17.2,39.6,42.8,N
582,필로덴드론,Medium,High,실내,0,292.0,23.0,57.4,20.1,,35.2,N
583,스킨답서스,Large,Medium,실내,4,71.0,47.9,37.0,20.4,59.1,65.9,N
584,,Medium,Medium,실내,2,18.0,5.7,27.9,23.6,30.0,37.0,N
585,고무나무,Medium,Medium,실내,4,156.0,17.9,54.0,25.3,5.0,11.3,N
586,스투키,Small,Medium,실내,2,35.0,14.9,41.1,27.9,46.4,52.8,N
587,몬스테라,Medium,Low,실내,1,22.0,20.1,49.6,16.4,32.8,36.3,N
588,,Medium,High,실내,3,58.0,62.5,41.0,18.9,5.2,17.2,Y
589,몬스테라,Large,High,실내,1,91.0,70.7,36.3,21.0,19.2,26.5,N
590,몬스테라,Medium,Low,실내,3,12.0,29.8,69.0,23.7,76.5,77.7,N
591,몬스테라,Small,High,실내,4,102.0,15.6,60.5,24.3,41.9,47.9,N
592,고무나무,Medium,Medium,실내,4,2.0,8.8,54.7,18.5,82.0,85.7,N
593,몬스테라,Small,Medium,베란다,1,267.0,65.0,65.7,23.1,60.4,64.8,N
594,스투키,Large,Medium,실내,4,304.0,36.5,55.2,14.3,49.1,53.8,N
595,산세베리아,Medium,High,실내,0,158.0,13.6,50.5,22.9,53.2,56.5,Y
596,스킨답서스,Medium,High,실내,0,75.0,14.7,74.9,21.9,55.3,60.3,Y
597,고무나무,Medium,Medium,실내,0,35.0,28.9,75.7,21.7,70.2,71.1,N
598,몬스테라,Medium,Medium,베란다,2,164.0,5.5,42.9,20.8,61.4,63.9,N
599,몬스테라,Medium,Low,베란다,3,322.0,21.7,58.3,21.7,61.5,66.8,N
600,몬스테라,Medium,Medium,실내,1,21.0,12.9,56.7,23.0,32.7,33.1,N
601,몬스테라,Small,Low,실내,3,75.0,48.8,65.4,27.0,92.2,96.3,N
602,스투키,Small,Low,베란다,0,45.0,28.0,42.3,18.1,65.1,68.3,N
603,·정보없음,Small,Medium,실내,5,53.0,16.1,70.3,21.2,73.0,84.0,Y
604,몬스테라,Medium,High,베란다,2,62.0,11.6,43.9,23.6,61.9,62.6,Y
605,몬스테라,Small,Medium,실내,0,364.0,76.8,53.4,21.8,56.3,59.5,N
606,스킨답서스,Medium,Low,실내,2,36.0,67.4,41.4,22.4,,36.4,N
607,몬스테라,Large,Medium,베란다,3,81.0,0.9,48.6,20.2,15.6,19.3,Y
608,스투키,Large,High,실내,1,363.0,71.2,42.6,24.5,31.1,33.9,N
